gap_id,log_file,domain,flow_id,severity,title,doc_claim,status,evidence,commit,verified_by,verified_on,notes
CUSTOMER_QUEUE:Q8,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P2,useQueryWithRealtime Reconnects WebSocket on Every Render,,UNVERIFIED,,,,,Unstable refetch dependency causes channel teardown and resubscription on every render.
CUSTOMER_QUEUE:Q9,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P2,"Missing Directions & Merchant Contact CTAs on ""Called"" Queue Card",,UNVERIFIED,,,,,"When called (""It's your turn!""), there is no direct directions button or message shortcut on the card to reach the merchant."
CUSTOMER_QUEUE:Q10,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P3,Hardcoded #fff Color Literals in Queue Sheets & Panels,,UNVERIFIED,,,,,"Raw #fff color strings in QueuePaymentSheet.tsx, PaymentMethodPanel.tsx, MyQueues.tsx, and BusinessDetail.tsx."
CUSTOMER_RATINGS:CRAT-1,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P0,Zero Rating Recomputation Trigger Leaves rating_avg & rating_count Permanently Stale,,UNVERIFIED,,,,,"Reviews insert into ratings, but businesses.rating_avg, providers.rating_avg, and users.rating_avg are never recalculated. All storefront headers, search sort orders, and leaderboards stay frozen."
CUSTOMER_RATINGS:CRAT-2,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P0,Missing RLS UPDATE Policy on public.ratings Silently Discards Review Edits,,UNVERIFIED,,,,,"addReview attempts to update existing user reviews. Without a FOR UPDATE RLS policy matching rater_user_id = auth.uid()::text, Postgres RLS blocks all review updates."
CUSTOMER_RATINGS:CRAT-3,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P0,Responder Rating Inversion in RateScreen.tsx Submits Self-Rating,,UNVERIFIED,,,,,RateScreen.tsx hardcodes a.responderUserId. Responders rating clients on completed agreements see their own avatar and submit ratings/tips targeting themselves.
CUSTOMER_RATINGS:CRAT-4,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P1,"Missing ""Rate & Review"" CTA on Completed Appointments (MyAppointments.tsx)",,UNVERIFIED,,,,,Customers who complete an appointment have no rating action in their appointments history (MyAppointments.tsx). Verified reviews require tedious manual profile discovery.
CUSTOMER_RATINGS:CRAT-5,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P1,Notification Trigger Ignores BUSINESS and PROVIDER Ratees,,UNVERIFIED,,,,,trg_notify_on_rating exclusively checks ratee_type = 'USER'. Merchants and solo providers are never notified when reviews are submitted.
CUSTOMER_RATINGS:CRAT-6,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P1,Provider Service Drops owner_reply & Public Storefronts Omit Replies,,UNVERIFIED,,,,,"providerService.reviews() drops owner_reply, and public detail screens never render merchant replies, leaving owner responses invisible to shoppers."
CUSTOMER_RATINGS:CRAT-7,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P1,Missing Cache Invalidation Post-Review in businessService & providerService,,UNVERIFIED,,,,,"Submitting a review does not bust businessGetCache or providerGetCache, leaving the active user with a stale cached profile upon return."
CUSTOMER_RATINGS:CRAT-8,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P2,ReviewSheet Blank on Existing Reviews & Missing Error Granularity,,UNVERIFIED,,,,,"When re-reviewing, ReviewSheet defaults to 0 stars and blank comment instead of pre-populating existing text, overwriting content on submit."
CUSTOMER_RATINGS:CRAT-9,CUSTOMER_RATINGS_GAP_LOG.md,9,9.2,P2,Touch Target & Accessibility Violations on Star Rating Pickers,,UNVERIFIED,,,,,Star picker buttons in RateScreen.tsx and ReviewSheet.tsx lack aria-labels and minimum 44x44px touch bounding boxes.
DELIVERY_RIDER_CONSOLE:R1,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P0,"NewRunGate Fullscreen Gate Hijacks Console, Blocking In-Flight Active Deliveries",,UNVERIFIED,,,,,"In DeliveryConsole.tsx:340-363, if an agent receives a new pending batch dispatch while currently en route with an active delivery (soloActive or an active stop), pendingBatch renders an unskippable fullscreen gate (<NewRunGate />). The courier cannot see their current customer's address, cannot tap ""I've arrived"", and cannot enter the handoff code until they accept or decline the incoming batch."
DELIVERY_RIDER_CONSOLE:R2,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P0,Zero Customer & Shop Phone Numbers in Entire Delivery Console,,UNVERIFIED,,,,,"In my_deliveries RPC (20260848_delivery_batches_phase4.sql:413-435) and DeliveryConsole.tsx (RunCard.tsx, DeliveryCard.tsx), customer_phone, cu.phone, and b.phone are completely omitted. There is zero Phone icon, zero tel: link, and zero chat action. If a courier cannot locate a gated community, flat, or security entrance, they have zero way to call the customer or the shop from the app."
DELIVERY_RIDER_CONSOLE:R3,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P1,Unverified Handoff Deadlock with Zero Customer Code Fallback,,UNVERIFIED,,,,,"In ActionControls.tsx:624-638 and appointment_update_delivery_status (20260848_delivery_batches_phase4.sql:215-217), completing a delivery strictly requires a 6-digit handoff_code verification (HANDOFF_NOT_VERIFIED exception). If a customer's battery died, SMS was delayed, or an elderly relative answered the door without the code, there is zero bypass, merchant override, or call fallback. The courier is forced to leave the order uncompleted or falsely cancel it as ""Customer refused / unavailable""."
DELIVERY_RIDER_CONSOLE:R4,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P1,Redundant Two-Step Drop-Off Completion Traps Orders in ARRIVED,,UNVERIFIED,,,,,"In ActionControls.tsx:630-660, entering the correct handoff code verifies the code, but does not complete the delivery. The button flips to ""Mark delivered"". If a courier on a busy run enters the code, hands over the food/goods, and rides away without tapping the second button, the order sits in ARRIVED forever. The customer never receives a delivery notification, the appointment never closes (tg_complete_appointment_on_delivery triggers only on DELIVERED), and the batch cannot close."
DELIVERY_RIDER_CONSOLE:R5,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P1,Route Optimization Ignores Store Pickup Point & Directs Rider to Drop-Off Directly,,UNVERIFIED,,,,,"In computeNearestNeighborOrder (DeliveryConsole.tsx:86-104), stops are sorted starting from the courier's GPS location directly through the drop-off coordinates. It completely ignores the store pickup location. A courier 5 km away is routed directly to Customer 1 without ever stopping at the merchant's store to pick up the parcels. DeliveryConsole.tsx provides zero store pickup navigation or store address details."
DELIVERY_RIDER_CONSOLE:R6,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P1,In-App Navigation Destroys Background GPS Tracking,,UNVERIFIED,,,,,"In DeliveryConsole.tsx:254, useEffect(() => () => { void backgroundLocation.stop(); }, []); stops background location tracking the moment DeliveryConsole unmounts. If the courier switches to in-app chats (/chats) or settings, background location terminates immediately, leaving customers and merchants with a frozen marker."
DELIVERY_RIDER_CONSOLE:R7,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P1,Unaccepted Solo Assignments Trap Agents On-Duty with No Decline Path,,UNVERIFIED,,,,,"When an owner assigns a solo delivery via DeliveryAssignControl, it immediately writes status = 'ASSIGNED' without agent acceptance. Unlike batched runs, solo deliveries in DeliveryConsole.tsx have no ""Decline"" button. In set_delivery_duty (20260862_delivery_agent_duty.sql:63), any ASSIGNED delivery blocks the agent from going off duty. An agent assigned a solo job without consent is held hostage on duty with no way out short of filing an undeliverable incident report."
DELIVERY_RIDER_CONSOLE:R8,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P2,5-Second Synchronous GPS Timeout Freezes UI on Every Status Advance,,UNVERIFIED,,,,,"In advance (DeliveryConsole.tsx:256-270), every status advance button (""Start this stop"", ""I've arrived"", ""Mark delivered"") awaits getGPS() with a 5000ms timeout (DeliveryConsole.tsx:33). In basements, elevators, or dense apartment lobbies, the button freezes on ""…"" for 5 seconds waiting for a GPS fix before proceeding."
DELIVERY_RIDER_CONSOLE:R9,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P2,"Customer Delivery Notes, Windows & Item Summaries Stripped",,UNVERIFIED,,,,,"In my_deliveries (20260848_delivery_batches_phase4.sql:413-446), customer booking notes (notes, e.g. ""Leave with guard, ring bell twice""), requested delivery window (requested_delivery_window), and package/item summaries are completely omitted from the query return. Couriers have zero access to customer drop-off instructions."
DELIVERY_RIDER_CONSOLE:R10,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P2,Batch-Wide Emergency / Incident Exit Missing,,UNVERIFIED,,,,,"In RunCard.tsx:761-768, Can't deliver this stop? only cancels the single active stop. If a courier has a flat tire, bike breakdown, or medical emergency during a 5-stop run, they are forced to go through 5 sequential multi-tap cancellations to release all stops before the system permits them to go off-duty."
DELIVERY_RIDER_CONSOLE:R11,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P2,Immediate Console Ejection upon Completing Last Assigned Delivery,,UNVERIFIED,,,,,"In RequireDeliveryAgent.tsx:29-34, access requires hasDeliveryScope OR hasActiveAssignment > 0. For a team member without the explicit 'delivery' role preset (e.g. front desk or general staff), completing their final delivery drops activeCount to 0. RequireDeliveryAgent immediately redirects them to /home, ejecting them before they can view their completed history or manage off-duty status."
DELIVERY_RIDER_CONSOLE:R12,DELIVERY_RIDER_CONSOLE_GAP_LOG.md,5,5.2,P3,Hardcoded System Notification Copy & Dark Mode Tokens,,UNVERIFIED,,,,,"In backgroundLocation.ts:71-73, the system notification reads ""Sharing your live location with My People. Open STRYT to stop."" (leftover copy from the safety feature). In DeliveryConsole.tsx:389, 556, 832, hardcoded #fff values break theme tokens."
EMERGENCY_CONTACTS:ECON-1,EMERGENCY_CONTACTS_GAP_LOG.md,10,10.1,P0,"""Chicken-and-Egg"" Contact Addition Trap Prevents Adding Family & Friends",,OPEN,emergencyService.candidateContacts() still lists only people from existing chats (chatService.conversations); no add-by-phone or search. Needs a product decision on adding non-chat contacts (privacy of phone lookup).,,claude (P08),2026-09-15,"Contacts can only be added from existing commercial chats. Users have zero way to add or search family members, spouses, or trusted neighbors."
EMERGENCY_CONTACTS:ECON-2,EMERGENCY_CONTACTS_GAP_LOG.md,10,10.1,P0,Phantom Live Share to Zero Recipients Gives Dangerous False Security,,FIXED,start_live_share raises NO_EMERGENCY_CONTACTS when the sharer has none (baseline 2026-09-15); useLiveShare.start() also refuses with a toast before asking for location.,,claude (P08),2026-09-15,"Tapping the Home toggle with 0 contacts activates background GPS streaming and confirms ""Live location shared"", broadcasting to nobody."
EMERGENCY_CONTACTS:ECON-3,EMERGENCY_CONTACTS_GAP_LOG.md,10,10.1,P0,Zero-Confirmation Instant Deletion of Emergency Contacts,,FIXED,"EmergencyContacts.tsx Remove opens a confirm sheet 'Remove emergency contact?' with 'Yes, remove contact' / cancel.",,claude (P08),2026-09-15,"Tapping ""Remove"" on an emergency contact immediately destroys the relationship without confirmation, dropping critical safety recipients."
EMERGENCY_CONTACTS:ECON-4,EMERGENCY_CONTACTS_GAP_LOG.md,10,10.1,P1,listContacts() Returns Empty Array on Network Error,,OPEN,emergencyService.listContacts(): `if (error) return [];` still shows the empty state on a network/auth error.,,claude (P08),2026-09-15,"Transient network or auth drops catch errors and return [], falsely displaying the ""No emergency contacts"" empty state."
EMERGENCY_CONTACTS:ECON-5,EMERGENCY_CONTACTS_GAP_LOG.md,10,10.1,P1,Unbounded Contact List Fan-Out Threatens RPC Latency,,OPEN,No cap on emergency_contacts per owner (no constraint/trigger in baseline); start_live_share loops every contact inside one transaction.,,claude (P08),2026-09-15,No upper boundary on contact count. start_live_share performs synchronous N-ary inserts inside a single database transaction.
EMERGENCY_CONTACTS:ECON-6,EMERGENCY_CONTACTS_GAP_LOG.md,10,10.1,P1,Missing Realtime Channel for Emergency Contact Updates,,OPEN,EmergencyContacts.tsx uses plain useQuery for contacts (no realtime subscription).,,claude (P08),2026-09-15,"EmergencyContacts.tsx uses plain useQuery without realtime subscriptions, failing to reflect multi-device changes."
EMERGENCY_CONTACTS:ECON-7,EMERGENCY_CONTACTS_GAP_LOG.md,10,10.1,P2,Candidate Contact Mobile Touch Target Violations,,OPEN,Candidate 'Add' buttons are small text buttons without an accessible name beyond 'Add'; touch-target size to be measured in P13 device/accessibility QA.,,claude (P08),2026-09-15,"Candidate list ""Add"" buttons lack 44px minimum touch targets and accessible labels."
GLOBAL_SEARCH:S1,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P0,Missing Spatial Bounds & Arbitrary Disk Ordering in Search RPC,,UNVERIFIED,,,,,"In discoveryService.ts:216-218, search() queries businesses and providers globally with no PostGIS distance constraint (ST_DWithin) and no SQL order by. Results are returned in arbitrary PostgreSQL heap/disk order across India. A customer in Pune searching for ""salon"" or ""bakery"" can receive shops in Delhi or Bangalore 1,500 km away on page 1, while a shop 200m away is buried or omitted."
GLOBAL_SEARCH:S2,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P0,"Catalog Items, Subcategories & Service Packages Search Blindspot",,UNVERIFIED,,,,,"In discoveryService.ts:217-218, the search filter is strictly or(name.ilike, category_name.ilike). It does not search sub_category (e.g. ""Bakery"", ""Plumber"", ""Dentist""), nor does it search catalog_items (dishes, retail products, service packages). Searches for trending terms like ""Birthday cake"", ""Biryani"", or ""AC repair"" return 0 results unless the business literally contains those words in its legal name."
GLOBAL_SEARCH:S3,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P1,Non-English Trending Chips Yield 100% False Zero-Result Screens,,UNVERIFIED,,,,,"In Search.tsx:212-216, trending chips use localized i18n keys. In Hindi and Marathi (i18n.tsx:1477, 2596), these evaluate to Devanagari script strings (""बिरयानी"", ""प्लम्बर"", ""सलून"", ""बर्थडे केक"", ""एसी रिपेयर"", ""ट्यूटर""). Because database records are in English, clicking any trending chip in Hindi or Marathi searches name.ilike.%बिरयानी% and returns 0 results 100% of the time."
GLOBAL_SEARCH:S4,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P1,"False Zero-Result Trap When ""Open Now"" Is Filtered Client-Side",,UNVERIFIED,,,,,"In Search.tsx:114-119, 243-256, openOnly filtering executes client-side *after* fetching 10 rows from the database. If the first 10 businesses are currently closed, bizResults is empty (total === 0), triggering the EmptyState (""No open results found""). The ""Load more"" button is unmounted, permanently trapping the user and preventing access to open businesses on subsequent pages."
GLOBAL_SEARCH:S5,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P1,"Silent No-Op & Misleading Toast on Guest ""Save Search""",,UNVERIFIED,,,,,"In discoveryService.ts:238-239, saveSearch() silently exits if !uid. When an unauthenticated guest taps the bell icon in Search.tsx:261, Search.tsx displays ""We'll notify you when new places matching '{query}' open nearby!"", falsely assuring the guest that alerts are set when nothing was saved."
GLOBAL_SEARCH:S6,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P2,Missing URL Search Param Sync (?q=) Breaks Deep Links,,UNVERIFIED,,,,,"Search.tsx:29 initializes with useState("""") and completely ignores useSearchParams / location.search. Deep links and in-app routes (e.g. QrScannerSheet.tsx:76 navigating to /search?q=@handle) have their query parameter dropped, opening an empty search box."
GLOBAL_SEARCH:S7,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P2,"Dual-Cursor Desync & Asymmetric Layout Shift on ""Load More""",,UNVERIFIED,,,,,"A single ""Load more"" button controls both bizCursor and provCursor. Because provResults render above bizResults, new provider cards are inserted in the middle of the screen, pushing businesses down by ~1000px while reading. Furthermore, changing a query while pagination is in-flight sends the old cursor with the new query string."
GLOBAL_SEARCH:S8,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P2,"Missing Entity Segmentation Tabs (""All"", ""Shops"", ""Services"")",,UNVERIFIED,,,,,Search.tsx groups all matching providers at the top and all businesses at the bottom without filter tabs. Users looking for physical shops must scroll past all freelance providers before seeing storefront results.
GLOBAL_SEARCH:S9,GLOBAL_SEARCH_GAP_LOG.md,1,1.2,P3,Mobile Virtual Keyboard Dismissal & Missing Form Semantics,,UNVERIFIED,,,,,"The search input lacks type=""search"", enterKeyHint=""search"", and a <form onSubmit> wrapper. Pressing ""Search"" / ""Go"" on Android or iOS soft keyboards fails to dismiss the keyboard, obscuring search results."
GUEST_BROWSING:G1,GUEST_BROWSING_GAP_LOG.md,0,0.4,P0,Post-Onboarding Return-To Desync Strands Converted Guests on Home,,UNVERIFIED,,,,,"When a guest taps an action on a business or service page, useRequireAuth() stores returnTo. But during Google auth, PublicOnlyLayout immediately consumes returnTo. If the user is new, they are routed to /auth/terms and /auth/onboard. At the end of UserOnboard.tsx:127-129, finish() hardcodes nav(""/home""), permanently losing their intended destination."
GUEST_BROWSING:G2,GUEST_BROWSING_GAP_LOG.md,0,0.4,P0,Guest Geolocation Denial/Timeout Silently Traps Visitors in Pune,,UNVERIFIED,,,,,"In useGuestLocation.ts:40-70, when GPS is denied or times out, guestLocation remains null. store.tsx:286-294 falls back to seedUser (lat: 0, lng: 0). In discoveryService, coordinates of 0 default to DEFAULT_LAT = 18.536, DEFAULT_LNG = 73.893 (Pune, Maharashtra). Visitors in Delhi, Mumbai, or Bengaluru who deny GPS are silently served Pune businesses."
GUEST_BROWSING:G3,GUEST_BROWSING_GAP_LOG.md,0,0.4,P0,LocationPickerSheet 401 Error Blocks Guests from Setting Location,,UNVERIFIED,,,,,"In LocationPickerSheet.tsx:55, 79, selecting an area or using GPS unconditionally invokes userService.setLocation(). For guests (!user.id), this throws a 401 unauthenticated error (""Couldn't set location""). Guests have zero ability to set or change their neighborhood when GPS fails."
GUEST_BROWSING:G4,GUEST_BROWSING_GAP_LOG.md,0,0.4,P1,BottomNav Chats Tab Bounces Guests Abruptly to Login Without Warning,,UNVERIFIED,,,,,"In BottomNav.tsx:66-73, the mobile ""Chats"" tab is rendered for guests as an unguarded <NavLink to=""/chats"">. Clicking it triggers a route change to /chats, which ProtectedLayout immediately redirects to /auth/phone with no explanatory toast, modal, or context."
GUEST_BROWSING:G5,GUEST_BROWSING_GAP_LOG.md,0,0.4,P1,Live Walk-In Queue Hides Action Button Instead of Conversion Hook,,UNVERIFIED,,,,,"In BusinessDetail.tsx:536-540, guests see the live queue wait time, but line 536 explicitly renders isGuest ? null : .... Rather than providing a clear ""Sign in to join queue"" button or GuestSignInPrompt, the button is completely absent."
GUEST_BROWSING:G6,GUEST_BROWSING_GAP_LOG.md,0,0.4,P1,Catalog Booking and Ordering Buttons Completely Stripped for Guests,,UNVERIFIED,,,,,"In BusinessDetail.tsx:693, 714, !isGuest gates both the booking CTA (Book appointment) and the cart stepper (ADD). For guests, catalog items appear as static, un-orderable text. There is no conversion hook informing guests that items can be booked or ordered upon signing in."
GUEST_BROWSING:G7,GUEST_BROWSING_GAP_LOG.md,0,0.4,P2,Missing In-Context Auth Modal Discards Ephemeral Browsing State,,UNVERIFIED,,,,,"useRequireAuth always navigates away via full page transition to nav(""/auth/phone""). If a guest was viewing a photo gallery, had filters open, or was mid-scroll, full page navigation destroys their transient UI state instead of opening an in-context sign-in modal."
GUEST_BROWSING:G8,GUEST_BROWSING_GAP_LOG.md,0,0.4,P3,Hardcoded #fff Tokens in Guest Surfaces,,UNVERIFIED,,,,,"Hardcoded #ffffff and rgba(0,0,0,0.5) in BottomNav.tsx:84, 96, AppShellSkeleton:247, and BusinessDetail.tsx:717, 724 violate dark mode and semantic token rules."
HOME_FEED:H1,HOME_FEED_GAP_LOG.md,1,1.1,P0,Guest Mode Location Selection Fails With 401 Unauthenticated Error,,UNVERIFIED,,,,,"In LocationPickerSheet.tsx:55, 79, picking an area or tapping ""Use current GPS location"" unconditionally calls userService.setLocation(), which throws a 401 unauthenticated error for all guest visitors. The modal displays ""Couldn't set location"" or ""Got GPS fix, but couldn't save it"", preventing guests from ever setting their discovery neighborhood."
HOME_FEED:H2,HOME_FEED_GAP_LOG.md,1,1.1,P0,Stale & Cross-City Cache Pollution via Shared Cache Keys,,UNVERIFIED,,,,,"Cache keys home:nearby-biz:${user.id} and home:nearby-prov:${user.id} collapse to home:nearby-biz: for all guest visitors regardless of device or location. For authenticated users, coordinates (lat/lng) are omitted from the cache key, causing users who switch neighborhoods or travel between cities to be served stale listings from their previous city."
HOME_FEED:H3,HOME_FEED_GAP_LOG.md,1,1.1,P1,Unfiltered Realtime Subscriptions & Personal Query Avalanche on Guest Mount,,UNVERIFIED,,,,,"Home.tsx:117-135 fires 9 concurrent queries on mount. For guest users (user.id === """"), personal queries (appointmentService.listForCustomer(""""), businessService.myQueues(), locationService.pendingForMe()) still execute. Crucially, useQueryWithRealtime registers wildcard subscriptions to queue_tokens, location_share_grants, and notifications without row filters, causing every guest client to wake and refetch whenever any customer in the system updates a token."
HOME_FEED:H4,HOME_FEED_GAP_LOG.md,1,1.1,P1,Silent Fallback to Pune Coordinates When Location Is Missing,,UNVERIFIED,,,,,"In discoveryService.ts:67-68, 113-114, missing coordinates fallback to DEFAULT_LAT = 18.536, DEFAULT_LNG = 73.893 (Pune). If a user in Delhi, Bangalore, or Mumbai skips location during onboarding or denies GPS, the backend PostGIS RPC queries Pune, returning Pune listings at 0.5 km while Delhi shops appear at 1,400 km away."
HOME_FEED:H5,HOME_FEED_GAP_LOG.md,1,1.1,P2,Silent Disappearance of Discovery Rail on Network or RPC Failure,,UNVERIFIED,,,,,"In Home.tsx:121, 126, error objects from useQuery for nearbyBiz and nearbyProv are not destructured or handled. If an offline or RPC failure occurs, the loading skeleton vanishes and nothing renders—no error toast, no retry card, and no empty state."
HOME_FEED:H6,HOME_FEED_GAP_LOG.md,1,1.1,P2,Mixed Entity Clutter (Businesses & Providers) in Single Rail,,UNVERIFIED,,,,,"Home.tsx:617-620, 888-892 dumps up to 6 BusinessCardSmall and 6 ProviderCardSmall into a single horizontal scroll rail without visual division. On standard mobile displays, users must scroll through ~960px of businesses before discovering that individual service providers exist."
HOME_FEED:H7,HOME_FEED_GAP_LOG.md,1,1.1,P3,Hardcoded #fff Color Literals & Non-Semantic Design Token Violations,,UNVERIFIED,,,,,"Raw #fff color strings and hardcoded rgba values in Home.tsx (lines 284, 295, 303, 325, 326, 329, 337, 341, 351, 676, 726, 917) and LocationPickerSheet.tsx (lines 104, 152) violate dark mode support and theme token rules."
INTERACTIVE_MAP:M1,INTERACTIVE_MAP_GAP_LOG.md,1,1.3,P0,Recenter Button Permanently Overwrites User Profile in Database & Crashes for Guests,,UNVERIFIED,,,,,"In MapControllers.tsx:75-76, tapping the map's Recenter button unconditionally calls userService.setLocation(). For guest visitors, this throws a 401 unauthenticated error and shows ""Failed to update GPS location"". For authenticated users, merely recentering the camera to current device GPS permanently overwrites the user's permanent home address in the database, corrupting their Home feed and appointment defaults whenever they open the map away from home."
INTERACTIVE_MAP:M2,INTERACTIVE_MAP_GAP_LOG.md,1,1.3,P0,Location Pin Drop Confirm Throws 401 Unauthenticated Error for Guests,,UNVERIFIED,,,,,"In useLocationPinDrop.ts:69-70, confirmPickMode() unconditionally invokes userService.setLocation(). When an unauthenticated guest drops a pin or long-presses on the map, the confirmation fails with 401 and displays an error toast (""Couldn't set location — try again""), preventing guests from ever selecting or exploring custom coordinates."
INTERACTIVE_MAP:M3,INTERACTIVE_MAP_GAP_LOG.md,1,1.3,P1,Hard Capped at 20 Pins per Area With No Pagination or Clustering,,UNVERIFIED,,,,,"MapView/index.tsx:437-450 queries discoveryService.businesses and discoveryService.providers without cursor pagination (limit = 20). In commercial districts with 50+ shops or providers, only the first 20 pins are rendered; the remaining 60%+ of businesses in the searched circle are permanently omitted from both the map and the results tray. Furthermore, pins do not cluster when zoomed out, causing dense visual overlap."
INTERACTIVE_MAP:M4,INTERACTIVE_MAP_GAP_LOG.md,1,1.3,P1,Permanent Blank Canvas on OpenFreeMap Network Failure When Mapbox Token Is Unset,,UNVERIFIED,,,,,"In MapView/index.tsx:271-285, 834-837, if OpenFreeMap vector tiles fail to load or are blocked by client firewalls, fallback to Mapbox is skipped if config.mapboxToken is empty. The loading veil unmounts after 2.5s (MAP_VEIL_MAX_MS), leaving a completely blank white/grey canvas with no raster fallback (e.g. OpenStreetMap tiles) and no error notification or list view switch."
INTERACTIVE_MAP:M5,INTERACTIVE_MAP_GAP_LOG.md,1,1.3,P2,Disconnect Between Camera Viewport and Active Results in Bottom Sheet,,UNVERIFIED,,,,,"When panning the map, viewport.hasMoved turns true and shows ""Search this area"", but results in the bottom sheet (MapSheet.tsx at half or full detent) continue showing pins from the previous search area. Users expanding the sheet cannot tell whether the listed places are in the currently visible map view or miles away."
INTERACTIVE_MAP:M6,INTERACTIVE_MAP_GAP_LOG.md,1,1.3,P2,Pointer Drag Collisions Between MapSheet and Browser Overscroll,,UNVERIFIED,,,,,MapSheet.tsx:120 applies translateY on pointer drag without setting overscroll-behavior: contain on the sheet container. Dragging down on mobile browsers can trigger browser-level pull-to-refresh or conflict with system navigation bars.
INTERACTIVE_MAP:M7,INTERACTIVE_MAP_GAP_LOG.md,1,1.3,P3,Hardcoded #fff Color Literals in Pin Popups,,UNVERIFIED,,,,,"MapMarkers.tsx:246, 270, 290, 312 use inline color: ""#fff"" on popup action buttons instead of design token var(--text-on-accent) or var(--surface)."
INVENTORY_ALERTS:INV-1,INVENTORY_ALERTS_GAP_LOG.md,7,7.8,P0,Missing Cache Invalidation Causes Cross-Console Stock Desynchronization,,UNVERIFIED,,,,,"In InventoryAlerts.tsx:72-74, updateCatalogItem updates the database and calls local refetch(). However, bustBusinessGetCache(id) and invalidateQueryCache('business:${id}') are not called. The Store Hub badge (BusinessStoreHub.tsx:20-22) and customer storefront (BusinessDetail.tsx) serve cached stale stock, allowing customers to continue purchasing depleted items."
INVENTORY_ALERTS:INV-2,INVENTORY_ALERTS_GAP_LOG.md,7,7.8,P0,Restock Stepper Lockout on Out-of-Stock Items,,UNVERIFIED,,,,,"In InventoryAlerts.tsx:142, {finite && !out && ...} hides the quantity counter when an item is out of stock. Merchants receiving bulk restocks cannot input or step the new inventory count directly on the row, forcing cumbersome multi-tap workarounds."
INVENTORY_ALERTS:INV-3,INVENTORY_ALERTS_GAP_LOG.md,7,7.8,P1,Missing Bottom Console Navigation Traps Merchants,,UNVERIFIED,,,,,"InventoryAlerts.tsx:155 lacks <ManageNav bizId={id} />. Entering inventory management removes the primary bottom navigation bar, breaking consistency with CatalogManager and HoursEditor."
INVENTORY_ALERTS:INV-4,INVENTORY_ALERTS_GAP_LOG.md,7,7.8,P1,Absolute Quantity Overwrite Clashes During Concurrent Updates,,UNVERIFIED,,,,,"In nudge(), next = Math.max(0, (item.quantity ?? 0) + delta) calculates the new quantity on the client and executes UPDATE catalog_items SET quantity = next. If two staff members update stock on separate devices, the second write clobbers the first rather than applying an atomic increment."
INVENTORY_ALERTS:INV-5,INVENTORY_ALERTS_GAP_LOG.md,7,7.8,P2,Hardcoded 5-Unit Alert Threshold Without Customization,,UNVERIFIED,,,,,"LOW_STOCK_THRESHOLD = 5 is hardcoded. Grocers selling 100 kg of rice daily receive no warning at 6 kg, while high-value boutique items trigger false warnings at 4 units."
INVENTORY_ALERTS:INV-6,INVENTORY_ALERTS_GAP_LOG.md,7,7.8,P2,Lack of Search and Category Filters for Large Stores,,UNVERIFIED,,,,,Shops with 50+ items must scroll through three unindexed lists to find a specific product to update stock.
LOCATION_SHARING:LOC-1,LOCATION_SHARING_GAP_LOG.md,10,10.2,P0,Indefinite Active Sessions & Missing Auto-Expiry on live_shares,,FIXED,start_live_share creates live_shares with expires_at = now() + 8 hours and ends expired ACTIVE sessions before resuming (baseline 2026-09-15).,,claude (P08),2026-09-15,Sessions never expire. A dead phone or force-killed app leaves sessions permanently ACTIVE. Reopening the app days later resumes background tracking without user intent.
